source,faq,text_type
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"The world’s climate is affected by many different natural processes that have a variety of impacts throughout time. These often influence global surface temperatures for a short while and make some  periods either warmer or colder. However, none of these natural factors can explain the long-term trend of global warming that we have observed since 1850 and are seeing today[1].

Volcanic eruptions are known to influence the climate system. They emit aerosols into the high atmosphere, which can block sunlight temporarily and so cool the surface temperature. The clearest example of this effect is the massive eruption of Mount Tambora in 1815, which led to the so-called ‘year without a summer’. However, the impact only lasted for a few years. This would be the case for any new volcanic eruptions as well. While volcanoes also release some CO2, the amount is negligible compared with CO2 emissions from human activities since industrialisation.

The oceans also distribute a huge amount of heat around the world. Every few years, off the west coast of South America, warm water from beneath the ocean surface rises to the top and pours heat into the atmosphere; this phenomenon is known as an El Niño event. This atmospheric heat affects the average temperature of the entire planet, which means the warmest years on record are often associated with the El Niño cycle. However, El Niño events do not explain the warming trend in global average temperature over the past century - they only temporarily elevate global temperatures by a small fraction of a degree.

The sun provides all the energy for the Earth’s climate. This means any changes in its radiative output also have a strong potential to influence global atmospheric and ocean temperatures.  Scientists have measured solar radiation using satellites over the past forty years, and have looked at indicators of solar activity over much longer periods in geological data. This evidence shows us that, over the past 10,000 years at least, the sun’s energy has varied by less than one tenth of one percent. This is enough to have caused variations in global temperature of around 0.1°C, but cannot explain the global warming of around 1°C over the past century[2].

These different natural factors play a role in cooling or heating the planet over relatively short periods of time, such as months and years. They cannot explain the warming trend of the past century. This can only be explained by the impact of human greenhouse gas emissions.",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,What determines how sensitive the planet’s surface temperature is to increasing greenhouse gases?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"‘Climate sensitivity’ is the way global temperatures respond to an increase in CO2 in the atmosphere. It helps us understand how much temperatures will rise in response to emissions from human activities. Scientists currently estimate that the climate warms by about between 1.5°C and 4.5°C each time the concentration of CO2 in the atmosphere doubles[1].

Understanding this sensitivity takes into account other processes that can further amplify or diminish how the climate responds to warming following increases in CO2. For example, as the atmosphere warms, its water-vapour content increases. Because water vapour is also a greenhouse gas, it strongly enhances the temperature increase that would come from raised levels of CO2 alone. This is an example of how positive feedback processes amplify the climate’s response to warming from increased CO2 and make the impacts more severe. 

Clouds also play an important role in shaping how the Earth’s surface temperature responds to increases in atmospheric CO2. Thick, bright clouds lying over the ocean, particularly in the tropics, enhance the reflection of sunlight back to space, which acts to cool the planet. Thin, high, ice clouds, however, act like greenhouse gases and trap the heat. With increased warming, cloud reflection of sunlight is expected to decrease, while the cloud greenhouse effect will increase. These changes indicate that clouds play an important role in amplifying the effect of global warming, although their precise effects remain uncertain.

Another important process that influences climate sensitivity concerns ice caps, sea ice and glaciers. With their white, bright surfaces, snow-covered areas, they reflect sunlight away from Earth and cool it. However, as temperatures rise, snow and ice is melting in places like the Arctic. As snow cover decreases, it exposes water or land, which, because it is darker and so much less reflective, absorbs more sunlight. This is another positive feedback that amplifies global warming[2].",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,This is not the first time the climate has changed. How do we know we’re not just in a natural cycle between Ice Ages?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Ice Ages happen when CO2 levels in the atmosphere are around 180 parts per million. The cyclical warmer periods in between Ice Ages – known as interglacial periods – happen at around 280 parts per million. This has been the case for all Ice Age cycles over the past 800,000 years; as far back as scientists have measurements from ice cores, in fact. Today, however, emissions from human activities have caused atmospheric CO2 levels to reach around 410 parts per million; far above the level for being a natural warm period within these 800,000 years, and it is still rising.

Ice Ages are triggered and paced by changes to incoming solar radiation, as variations in the Earth’s orbit change the way the Sun’s energy is distributed. In the Northern Hemisphere, the difference between summer and winter insolation – the amount of sunlight that reaches Earth – varies over cycles of 100,000, 40,000 and 21,000 years. When summer solar radiation is reduced, summer warming is unable to melt the snow that has built up over the previous winter. This kick-starts the process that leads to an Ice Age – which last happened on Earth about 20,000 years ago.

These natural variations in solar radiation are subtle, and scientists know they are too weak to build an Ice Age by themselves. However, their effect is amplified by feedback loops that make them stronger. For example, when the Earth’s surface turns white due to increased snow and ice cover, it becomes more reflective and so cools the planet further. Variation in CO2 levels is also an important feedback loop in creating an Ice Age. Part of this feedback loop relates to changes in how much CO2 the ocean stores.

As the polar oceans cool, they become more productive. This is because cooler surface water is less buoyant than warm water, and so encourages nutrient-rich subsurface water to ‘upwell’ into the surface layer of water – the ‘sunlit zone’. Nutrient-rich water absorbs more atmospheric CO2 into the shells and bones of marine creatures and plants. This reduces the amount of CO2 in the atmosphere and amplifies the cooling of the Earth further. As the Earth’s orbit around the Sun shifts and the summers become warmer, the ice begins to melt and the opposite process occurs, leading to global warming.

The pace of today’s rise of CO2 levels in the atmosphere is much faster than for any glacial cycle. In the last 60 years alone, emissions from human activities using fossil fuels have caused CO2 levels to increase by about 100 parts per million, taking us to 410 parts per million in total. It took 10,000 years for CO2 levels to increase by 100 parts per million naturally, following the last Ice Age.

The amount of CO2 in the atmosphere is also higher than at any other point in human history. The last time the world had a CO2 concentration of 410 parts per million was between 5.0–3.5 million years ago, when the world was 3–4 degrees warmer than today. Greenland and West Antarctica were free of ice and sea levels were 15–20 metres higher than today.",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,How do rising levels of carbon dioxide affect plants and global crop growth?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Human-caused emissions directly affect plants, as higher CO2 levels generally increase photosynthesis and plant growth. It is almost certainly because of this ‘fertilising’ effect that land ecosystems take up more than a quarter of the CO2 emitted by human activities[1].

Some crops, especially in temperate regions, are expected to grow faster and have higher yields as a result of such increases in CO2. However, because raised CO2 levels are also the cause of climate change, their impacts on plants are not straightforwardly positive. While crops in temperate regions could benefit from warmer weather during their growing season as a result of global warming, the effect of climate change impacts such as droughts and heat-stress are expected to have net negative impacts on crops in many warmer regions of the world[2].

Photosynthesis depends directly on the amount of light absorbed by leaves, and higher CO2 levels help plants use the light they absorb more efficiently to convert CO2 into biomass[3]. In addition, it also makes plants use water more efficiently. This improved efficiency increases vegetation cover – which further increases the amount of light plants absorb. These effects are part of the reason for an increase in green vegetation cover that can be seen from space; although intensive human use of land for growing crops, particularly in China and India, is also contributing to this ‘global greening’, and could account for up to a third or more of observed net increase in global vegetation cover[4].

Scientists have explored the effects of CO2 through experiments on ecosystems, including both forests and food crops. They show that increasing CO2 by a further 150–200 parts per million – up from today’s level of around 410 parts per million – increases the rate of photosynthesis in leaves growing under natural light conditions by around 12% on average[5],[6].

However, whether specific plants are able to grow faster as CO2 levels rise also depend on several other factors. Some plants – so-called C4 plants, including many tropical grasses, maize and sugarcane – have a mechanism that concentrates CO2 inside their leaves. This means higher CO2 concentrations will not increase their rates of photosynthesis and their growth. This is why yields for maize are not generally expected to increase[7] – except in dry areas where crops are not artificially supplied with water, and where the increased efficiency in using water (due to raised CO2) will benefit growth. Plants’ ability to grow faster in response to increased CO2 concentrations also depends on whether they can access the extra nutrients they need to grow more[8].

Non-C4 crops, like wheat, soybean and rice, can grow more in rising CO2 concentrations. In one sense, this phenomenon makes increasing CO2 levels ‘good’ for agriculture. On the other hand, risingCO2 levels are causing climate change, which is likely to have a harmful effect on crop growth, for example through heat-stress, especially in regions that are already warm. Future scenarios for crop yields suggest that we will see a mixed outcome, with higher average agricultural production in some regions, but increased risks of crop damage in other regions, particularly in the developing world[9].

The effects of raised CO2 concentrations on natural ecosystems are also not straightforwardly ‘good’ or ‘bad’. Rising CO2 levels tend to increase tree cover in grasslands, for example, which is ‘good’ for removing carbon from the air but ‘bad’ for grazing animals, as savannas become less grassy. And as raised CO2 levels makes plant water use more efficient, plant coverage can increase so much that it ends up using as much or even more water than before – which can add to the pressures on fresh water supplies in ecosystems with limited water[10].

That a higher level of CO2 has some positive effects on plant life does not change the fact that continued climate change will have increasingly harmful effects on many aspects of human activity across the globe, including crop growth and agriculture in warmer regions. The outcomes of policies to limit these impacts will take time to come into effect, which makes action towards net-zero emissions an urgent priority.",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"How does climate change lead to sea level rise, and how will this impact coastal cities?",q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"As the world warms, ice sheets and glaciers on land melt and flow into the ocean. The ocean itself also warms and expands, as it absorbs significant amounts of the heat trapped by the greenhouse gas effect. These changes cause the sea level to rise.

Sea level rise continues to speed up as human-induced global warming increases. Sea levels were rising at a rate of around 8cm per 100 years in the late nineteenth century, 21cm per 100 years in the mid-twentieth century, and now up to around 32cm per 100 years. Future sea level rise depends on how quickly we reduce global greenhouse gas emissions.

However, the time lag between temperature rises and the melting of ice means we are already ‘locked in’ to a certain amount of future sea level rise. In a scenario where emissions are reduced rapidly and the rise in global temperatures stay below 2°C, sea level rise will still reach 29–59 cm in the next hundred years with respect to 1986-2005 levels[1]. This is because the effect of CO2 already in the atmosphere has a time lag; it heats the atmosphere slowly.

If emissions continue as they are, and ice-sheets respond to this in an expected manner, sea levels could rise by up by 1 m by 2100 compared to 1986-2005 levels[2]. This would bring serious risks for coastal regions around the world, including low-lying islands and major cities like Shanghai, Alexandria and Miami. More than half of the world’s largest cities lie along the coast[3], and just over 1 billion people live in coastal areas within 10 metres of sea level[4]. Adaptation measures can help protect these areas against serious risks of flooding if they go beyond maintaining today’s standards of protection and prepare for rising sea levels[5].   

The largest threat of future sea level rise comes from the possibility that the massive ice sheets in the Antarctic and Greenland could melt. In particular, the West Antarctic ice sheet is thought to be vulnerable to collapse. It rests on a bed more than 2 km below sea level and contains enough ice to raise global sea levels by around 3.5 m. In total, there is enough ice on the planet to raise sea levels by 70 m. It is difficult to predict at what level of warming this kind of dangerous change could occur, however the risk grows as global temperatures increase.  ",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,How will climate change impact our society?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Climate change impacts our society by disrupting the natural, economic and social systems we depend on. This disruption will affect food supplies, industry supply chains and financial markets, damage infrastructure and cities, and harm human health and global development.

The impacts of climate change are already here. Global sea levels have risen 19cm since the beginning of the twentieth century, increasing the risk of flooding for many coastal cities and communities[1]. Heatwaves and droughts are becoming more common and more intense in many parts of the world, causing harm to human health and more heat-related deaths. Climate change is also affecting food security as rain and heat patterns change. In Southern Europe and some parts of Africa, Asia and South America, crop yields are declining[2].

In the UK, climate change is making some extreme weather events more frequent and more serious. The winter floods in 2013-14, which cost the economy £450 million in insured losses, occurred due to record rainfall in England and Wales[3] and were made more likely by climate change[4]. The European summer heatwave in 2018, which led to wildfires in parts of the UK, was made around 30 times more likely by climate change. Scientists now expect 12% of UK summers to experience the same levels of heat. Before global warming, the risk was less than 0.5%[5].

As the planet gets warmer, the impacts of climate change will grow. If emissions are not decreased and global warming reaches 4°C by 2100, sea levels in the UK could increase by around 1 m[6], which would put 3.3 million people at risk of flooding by 2050[7]. Global food supply would also be less secure as extreme weather events and habitat degradation disrupt supply chains. This could lead to higher food prices and up to 183 million more people in the world facing hunger[8].

Every bit of warming matters, and vulnerable populations and communities across the world have the greatest difficulty coping with the impacts. Even just half a degree of warming can make the difference between dangerous and manageable effects. By limiting global warming to 1.5°C instead of 2°C, for example, 420 million fewer people would be frequently exposed to extreme heatwaves, and 10 million fewer people would be at risk of flooding from rising sea levels[9].

These risks and impacts are not evenly distributed, and some regions of the planet will feel the effects of climate change more severely than others depending on their location and ability to adapt. However, because both the climate system and our human societies are globally interconnected, the effects of climate change will impact all countries, companies and communities in some way.",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,What are the impacts of climate change on the economy?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"The physical impacts of climate change will affect most aspects of human welfare and the economy[1].  In some regions of the world, rising temperatures will harm worker productivity and crop yields, and lead to more cardiovascular and respiratory problems and higher mortality rates; although cold-related mortality rates are likely to fall[2].  Meanwhile, higher sea levels will flood cities, storms will become more damaging, rivers will dry up, glacier-fed water supplies will diminish, and ecosystems will suffer.

Calculations of the costs of these changes are mostly given as a top-level, global average. They are usually given in relation to GDP (‘gross domestic product’) a measure of economic income that is not entirely clear to most of us. GDP is the total economic value of all goods and services produced within a country in a given period; it is used as a standard measure of economic performance.

Some attempts to calculate the total costs of climate change suggest that if the global average temperature increase is kept below 2°C, it will cause economic impacts that are less than 1% of global GDP[3]. In 2017, 1% of global GDP was $800 billion (£648 billion). If temperatures rise further, however, the costs of climate change would increase rapidly. One study suggests unmitigated global warming could reduce average global incomes roughly 23% by 2100, and make 77% of countries poorer in per capita terms than they would be without climate change[4].

Calculating economic impacts in these average values, however, hides many of the most important issues related to the costs of climate change. Firstly, calculations are hugely uncertain and often do not represent all major risks. Secondly, economic impacts measured in terms of the effects on global GDP look very different at the level of individual countries, and of individual people.

This is because the social and economic impacts of climate change will be distributed unevenly around the world. Some areas will be completely devastated by climate change, such as low-lying islands and coastal towns, and economies that depend a lot on agriculture. These areas are often the poorest parts of the world, where millions are vulnerable to the impacts of climate change, and their economies will be hit the hardest. People living in poverty are the least able to adapt to warming, and small changes in their income due to climate change-related events can result in overwhelming losses to welfare and livelihoods[5].  Calculations at the level of GDP can hide these impacts. 

Ultimately, some of the greatest risks are also the ones for which we cannot calculate the costs yet. The climate system has several thresholds and ‘tipping points’, where small differences in temperature can create sudden, unexpected and permanent changes with global consequences. Examples include the collapse of the West Antarctic ice sheet, dieback of the Amazon, failures of the Indian monsoon, and the weakening of Atlantic thermohaline circulation[6].  

Even though these events are individually unlikely, they would have wide-ranging and serious impacts that represent huge economic and social risks. Major changes like these would increase the potential for conflict, political upheaval and mass displacement[7].  ",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,How do we meet the Paris Agreement temperature goal?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"The Paris Agreement temperature goal is to keep global warming ‘well below 2°C’, and pursue efforts to limit it to 1.5°C. This goal provides clear guidance that the maximum level of warming should be as far below 2°C as possible, and that limiting it to 1.5°C would significantly reduce risks and impacts[1],[2]. As the global average temperature has already warmed by 1°C since 1850, limiting warming to 1.5°C equates to only a further 0.5°C of warming.

To stop global warming at any level, total CO2 emissions must be kept to within a specific carbon budget. Staying within a limited carbon budget can only be achieved if annual global CO2 emissions are eventually reduced to net-zero levels – balancing sources and removal of emissions from the atmosphere.

To limit warming to 1.5°C, we need to reach net zero carbon emissions globally by the middle of this century; although if achieved, this still delivers only around a 50% chance that warming will not exceed 1.5°C[3]. Limiting warming to 1.5°C will only be possible if global emissions peak within the next few years, and then start to decline rapidly, halving by 2030. To achieve this, we must transform all sectors of our economy and create a zero-carbon society[3],[4],[5].

We already have the tools to implement most of the solutions. They include shifting away from fossil fuels and to renewables and other zero-carbon energy sources; cutting emissions from agriculture, including by enabling changes towards more plant-based diets; massively increasing energy efficiency measures to eliminate wasted energy; changing farming practices and land use; decarbonising industrial processes; creating zero carbon transport and heating systems; and embracing a ‘circular economy' of recycling and reusing.
",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,Why is it so urgent that we act on climate change now?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Greenhouse gas emissions from human activities have already increased the surface temperature of the planet by about 1°C since around 1850[1]. To avoid warming beyond 1.5°C – the lower end of the temperature target in the Paris Agreement – global emissions need to reach their peak immediately and then fall drastically within the next decade. If emissions stay at current levels, or continue to grow if we do not take action, global warming is likely to exceed 1.5°C between 2030 and 2050.

The impacts of 1°C of warming are already being felt across the globe and will become more severe with additional warming[1]. Even with 1.5°C of warming, climate change will have dangerous effects, such as severe heatwaves that could affect more than 1 billion people once every five years on average[2].

If warming goes beyond 1.5°C, humans face much more dangerous potential impacts. At 2°C of warming, 1.7 billion more people would be exposed to severe heatwaves at least once every five years than at 1.5°C[2]. In addition, sea levels could rise by up to 43cm by 2100[3], increasing the risks of flooding in coastal regions and cities in the UK and globally[3].

If emissions continue to rise, the risk of reaching a level of warming that triggers irreversible effects would also grow. Destabilisation of the Greenland and West Antarctic ice sheets, for example, could eventually raise sea levels by up to 10 m globally, with profound effects for coastal cities and communities.

Halting global warming requires putting a limit on the total amount of CO2 that human activities can emit, called a ‘carbon budget’. Humans have already emitted about 2,200 billion tonnes of CO2 since preindustrial times[1], [4]. We now have a small carbon budget of around 420 billion tonnes of CO2 left to emit globally from 2018 onwards, if we want a 66% chance of limiting warming to 1.5°C, and 580 billion tonnes CO2 for a 50% chance[1], [5].

We currently emit about 42 billion tonnes of CO2 per year globally[1]. To stay within the global carbon budget, the world needs to halve its current emissions by 2030 and reduce net global CO2 emissions to net zero by 2050; a challenge that can only be met if emissions reductions start now. If emissions do not decline rapidly to half their current level by 2030, they must decline faster afterwards and would likely require ‘negative emissions’, which means directly removing CO2 from the atmosphere. This increases the risk of not stopping warming at the necessary level.

Another reason for acting on climate change immediately is the time it takes to overcome challenges when deploying new technologies and rolling out new policies. We can implement many potential policies for reducing greenhouse gas emissions to bring about substitution of renewables in place of fossil fuels; putting a price on greenhouse gas emissions; and introducing measures that encourage changes in dietary choices, boost energy efficiency and promote electric transport[6], [7], [5], [8].

These changes will come with new social, economic and environmental benefits. Switching to a more plant-based balanced diet, for example, will have benefits for human health; and more electric transport options will improve air quality. All these measures, however, also come with challenges that will make them more or less likely to succeed. We need to act on climate change immediately to gain the experience of what works and what needs adjusting.",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Why do we talk about ‘net-zero’ instead of just ‘zero’ emissions, and what are negative emissions?",q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Even if we put in place all possible ways to reduce global emissions immediately, it is unlikely we can phase out all the activities that emit CO2 by the middle of the century; which is necessary to have at least a 50% chance of limiting global warming to 1.5°C[1],[2],[3]. For some activities, like cement and steel production, aviation and shipping, we may not have the solutions needed to make them fully emissions-free by that time. That means we will need strategies to remove CO2 from the atmosphere.

This is why we talk about ‘net zero’ rather than just zero emissions. Net zero refers to the idea of balancing emissions from human activities with ways of removing emissions from the atmosphere. A target for achieving net zero emissions clarifies that some ‘residual emissions’ will remain from sectors where it would be impossible to fully phase out their emissions by mid-century. This is either because we lack the solutions to do so, or because their activities by design imply emissions followed by removals, such as in sustainable forestry where felling a tree releases CO2 and planting a new one works to absorb it again.

These residual emissions would then be removed from the atmosphere to reach net zero; what is called ‘negative emissions’. An example of a technology for achieving negative emissions is Direct Air Capture (DAC), which captures CO2 from the atmosphere and transforms it to a form that can be used or stored. Planting more trees that soak up the excess CO2 is another way to remove emissions from the atmosphere, although the effect would only take place years to decades after planting and would be vulnerable to events like forest fires.

The amount of negative emissions we will need depends on the global strategy for tackling climate change that the world’s countries choose to follow. If emissions decrease significantly in the next decade, countries can minimise the amount of CO2 that would need to be removed in order to meet the Paris Agreement goals[4],[5],[2],[3].

Relying on negative emissions strategies also comes with risks. Many of the technologies are not yet commercially viable, and their large-scale use could use and their large-scale use could conflict with other goals for sustainable development[6].

Bioenergy with carbon capture and storage (BECCS), for example, relies on planting large amounts of trees and plants that absorb CO2 as they grow. The plant material is then burned to produce bioenergy, and the carbon dioxide that is produced is captured and stored instead of released into the atmosphere. However, this could require large amounts of land and create risks for biodiversity conservation, land rights or food production if not managed adequately[7].
",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,How have the world’s nations agreed to act on climate change?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"In December 2015, 194 states and the European Union signed up to the Paris Agreement. This is the most important pact for international cooperation to tackle climate change[1]. By signing the Agreement, the world’s nations have committed to limit the increase in global warming to 'well below 2°C', with a goal to keep it to 1.5°C[2].

They also set an aim for global emissions to peak as soon as possible, and then achieve a balance between human emissions produced and the removal of greenhouse gases from the atmosphere in the second half on the century; resulting in what is called ‘net zero emissions’. Developed countries have also committed to provide more financial support for developing countries to act on climate change.

By signing the Agreement, countries have committed to submitting and delivering on their own voluntary  pledges that set out how they will lower their emissions and adapt to climate change. These are known as Nationally Determined Contributions (NDCs). The pledges are monitored through an international mechanism that reviews collective progress on the goals of the Agreement. This is the ‘global stocktake’ which will first happen in 2023, and then subsequently every five years. 

Countries are legally bound to submit their pledges under the Paris Agreement. Delivering the pledges, however, must be ensured and enforced through national laws and policies. By publicising the different national pledges transparently, the Agreement makes it possible to hold states accountable if they fail to deliver on their promises. The global stocktake mechanism also puts pressure on countries to increase their level of ambition over time, by regularly reviewing progress on the shared global goals.

This approach is part of the reason why international relations experts have suggested that the Paris Agreement was an important new step for global climate change action[3]. By relying on voluntary promises and transparent review processes, it sidesteps the thorny question of how to reach an international agreement on legally binding targets for lowering greenhouse gas emissions. It is hoped that this approach creates a more realistic path for international climate change action[4].
",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,Are countries on track to meet the 'well-below 2°C' target in the Paris Agreement?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"The 2015 Paris Agreement committed each of its 195 state signatories to pledge what they will individually do to reduce or limit their greenhouse gas emissions by 2025 or 2030; their so-called Nationally Determined Contributions (NDCs). Taken together, however, the current NDCs of all nations are not enough to put the world on track to limit global warming to ‘well below 2°C’[1].

Instead, analysis published by the United Nations Environment Programme estimates that the current NDC pledges for 2025/2030 are consistent with a global emissions pathway that would lead to a world that is 3°C warmer on average at the end of the century, than it was at pre-industrial levels[2]. This is far from being in line with the Paris Agreement, which aims to limit warming to well below 2°C and pursue best efforts to keep it to 1.5°C. To close the gap to 2°C, countries need to collectively triple the currently planned cuts in their emissions[2].

The Paris Agreement explicitly requires each country to revise its pledge and increase its ambition every five years, effectively creating what is called a ‘ratchet mechanism’. Countries agreed at the Paris climate change summit in 2015 to submit revised NDCs by 2021 at the latest, at the 26th session of the Conference of the Parties (COP26) which will be held in Glasgow, UK, and was postponed from its original date of 2020 due to COVID-19. It is expected that countries will pledge new and more ambitious NDCs ahead of COP26 and bring their actual plans for emissions reductions by 2025/2030 into line with the targets of the Paris Agreement.

Steps in the right direction are also being taken by countries that set targets for reaching net-zero emissions of CO2 and other greenhouse gases. Sweden and Norway were some of the first countries to legally commit to net-zero targets, and the UK was the first of the G7 major economies to do so with a commitment to reach net zero greenhouse gas emissions by 2050, closely followed by France. In 2020, China committed to reaching carbon neutrality by 2060, while South Korea and Japan committed to net zero emissions by 2050. Chile and Fiji are also among the countries to have proposed net zero targets, which are pending legislation[4].

Actually reaching these targets, however, requires rolling out credible policies for reducing emissions immediately. While the UK has set a target for net-zero emissions by 2050, it is currently not set to meet its emission reduction targets for the periods 2023-27 and 2028-2032 respectively. While emissions in the UK power sector have reduced significantly, policies across the rest of the economy are not on track to lower emissions as needed[5].",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Why should the UK take stringent action on climate change, when other countries are larger emitters and do less to reduce their emissions?",q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Limiting global warming to 1.5°C above pre-industrial temperatures means CO2 emissions need to reach net zero by 2050. This will need to happen in every country, no matter how small or large. The nature of climate change means emissions have global impacts, and so a global collaborative response makes the challenge easier and cheaper to overcome in the long-run[1].  

However, there are also likely to be direct benefits from taking the lead in reducing emissions. By taking early and decisive action on climate change, the UK could gain a competitive edge in providing zero-carbon expertise, goods and services for other countries as they ramp up their action on climate change too. ",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,What are the costs and opportunities associated with reducing greenhouse gas emissions?,q
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,"Avoiding climate change risks and their damages requires creating a zero-carbon economic and societal transformation. This involves developing and rolling out both new inventions and existing zero-carbon technologies such as renewable energy generators like wind and solar; batteries for energy storage and electric vehicles to replace petrol and diesel vehicles; businesses and homes switching away from fossil-fuel based energy sources; and people making different choices about what they buy and how they live.

The most important financial benefits of these actions come from avoiding the disastrous effect that the impacts of climate change would have on our society. Limiting increases in the frequency and intensity of flooding, heatwaves, wildfires and other extreme weather events can help avoid the otherwise major costs of adaptation to these impacts - the UK winter floods in 2013-14, which resulted from heavy rainfall that was made more likely by climate change, cost the economy £450 million in insured losses alone, for example[1].

To understand the full economic impact acting on climate change, however, economists also look at the multiple gains and benefits that come from creating a zero-carbon society, beyond limiting the risks presented by climate change.

The economic costs of acting on climate change

Many of the changes needed to achieve a zero-carbon society will create an initial cost to sectors of the economy. High-carbon companies are likely to lose competitiveness in the transition, as infrastructure for the zero-carbon economy is built and policy incentives are rolled out.

In the UK, the Committee on Climate Change (CCC) suggests that reaching net zero emissions by 2050 could cost up to 1-2% of GDP per year by 2050. That’s roughly equivalent to about £50 billion each year by 2050. For comparison, the UK’s military defence budget is currently about 2% of GDP each year[2].

At a global level, the Intergovernmental Panel on Climate Change (IPCC) reports that limiting warming to 2°C would reduce the growth rate of per capita global consumption by around 0.06 percentage points annually, compared with growth in a hypothetical world with no climate change[3]. On the other hand, the Organisation for Economic Co-operation and Development (OECD) argues that tackling climate change as part of a transition that also involves structural reform and fiscal initiatives could add 1% to GDP in G20 countries by 2021, and 2.8% by 2050[4].

The large differences between these figures shows why it is so difficult to make long-term predictions about the costs of acting on climate change, and why any projection is always uncertain. Ultimately, the future is not a given and how exactly costs play out will depend on the decisions and investments made today and over the entire zero-carbon transition.

It is clear, however, that for the UK, the costs will be lower and the benefits higher, if the country proactively acts to tackle climate change[5]. It is also clear that the costs of many zero-carbon technologies, such as solar energy, wind power and batteries, have reduced significantly over the past few years, making the transition cheaper[6].

Costs without benefits is only half the story

Many calculations of the economic costs of tackling climate change do not account for the economic benefits that will also come from taking action. This means they only tell one part of the story, as the benefits of tackling climate change will likely outweigh the costs[7].

Some of these benefits will come from positive effects on our health. Phasing out the burning of fossil fuels will bring down air pollution levels and switching to diets with less red meat and more plants make for healthier diets. Enabling changes like these will lead to healthier people and cost savings for healthcare systems like the National Health Service[8].

Benefits also include avoiding the cost of damage caused by climate change and extreme weather events. The Organisation for Economic Co-operation and Development (OECD) suggests that if economic benefits of avoiding climate damages, such as increased flooding, droughts and extreme weather events, are also taken into account, taking action on climate change alongside pro-growth policies could add almost 5% to GDP in G20 countries by 2050[9].

Transitioning to a zero-carbon society will also lead to new economic and industrial opportunities. As bringing down greenhouse gas emissions becomes the norm, businesses will compete to offer new, low-carbon technologies, goods and services such as offshore wind power, high-capacity batteries and advisory services for low-emissions urban planning. Companies that are successful in establishing this advantage early on, can access the new market opportunities that come from the need to reduce emissions in other sectors or in other countries. This can bring new benefits to the economy.  

Countries like the UK, which are good at many areas of innovation, can benefit especially from the fact that a zero-carbon economy relies on new technological developments, bringing new industrial opportunities when supportive policies are in place. In the UK, zero- and low-carbon goods and services already represent one of the fastest-growing parts of the economy. In 2017, businesses active in the low-carbon and renewable energy economy employed 396,200 people and had a direct and indirect combined turnover of £79.6bn, an increase of 8.2% compared with the previous year and growing faster than the whole of the UK business economy, which grew 5.6% over the same period[10],[11].",a
https://www.imperial.ac.uk/grantham/publications/climate-change-faqs/,How will the costs of achieving net-zero emissions affect consumers in the United Kingdom?,q
